gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
979642837	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS240106924	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	Fazendo Pindobas IV	Espírito Santo	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-20.274435	-41.29589							2003-10-04	4	10	2003	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS240106924				CC_BY_4_0		obsr437205			2024-01-24T21:31:21.734Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979639320	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS240783355	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	Itatiaia National Park - road below Hotel	Rio de Janeiro	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.48401	-44.571217							2005-08-20	20	8	2005	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS240783355				CC_BY_4_0		obsr131029			2024-01-24T21:09:50.115Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979626557	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS240789087	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Itatiaia--área geral (Partes Baixa e Alta)	Rio de Janeiro	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.406586	-44.624233							2005-08-19	19	8	2005	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS240789087				CC_BY_4_0		obsr131029			2024-01-24T20:26:55.941Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979618280	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS240091929	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Itatiaia--Parte Baixa (Hotéis Ype, Donati, Simon; 400-800m)	Rio de Janeiro	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.444906	-44.61104							2003-09-21	21	9	2003	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS240091929				CC_BY_4_0		obsr437205			2024-01-24T20:26:54.758Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979615505	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS240099826	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	Reserva Biológica de Sooretama	Espírito Santo	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-19.016682	-40.089455							2003-10-09	9	10	2003	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS240099826				CC_BY_4_0		obsr437205			2024-01-24T21:09:46.939Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979596647	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS240800074	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	Iguassu Falls	Misiones	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.68079	-54.446205							2005-09-13	13	9	2005	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS240800074				CC_BY_4_0		obsr131029			2024-01-24T20:26:55.918Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979083009	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS237260868	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Itatiaia--área geral (Partes Baixa e Alta)	Rio de Janeiro	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.406586	-44.624233							2001-07-20	20	7	2001	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS237260868				CC_BY_4_0		obsr281700			2024-01-24T21:09:39.126Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979082692	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS237223176	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Itatiaia--área geral (Partes Baixa e Alta)	Rio de Janeiro	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.406586	-44.624233							2001-07-18	18	7	2001	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS237223176				CC_BY_4_0		obsr281700			2024-01-24T21:31:54.361Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979045214	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS237511019	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Iguaçu--área geral	Paraná	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.642454	-54.438286							2008-05-17	17	5	2008	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS237511019				CC_BY_4_0		obsr107742			2024-01-24T20:26:49.746Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978349806	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS233330387	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	Ubatuba--listas históricas (considere usar uma localização precisa)	São Paulo	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-23.425764	-45.083							2009-04-12	12	4	2009	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS233330387				CC_BY_4_0		obsr226000			2024-01-24T21:10:19.704Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978342160	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS233343803	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN Itatiaia about 1000m alt.	Rio de Janeiro	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.440939	-44.606487							2013-08-18	18	8	2013	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS233343803				CC_BY_4_0		obsr280745			2024-01-24T21:09:55.704Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978064289	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS232000788	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Itatiaia--área geral (Partes Baixa e Alta)	Rio de Janeiro	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.406586	-44.624233							2010-08-25	25	8	2010	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS232000788				CC_BY_4_0		obsr239617			2024-01-24T21:32:18.533Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977932896	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS228162185	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	-27,705x-48,534 - 12/12/2015 16:56	Santa Catarina	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-27.705244	-48.534115							2013-12-01	1	12	2013	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS228162185				CC_BY_4_0		obsr162357			2024-01-24T21:09:26.792Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977848916	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227318668	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	PN do Iguaçu--área geral	Paraná	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.642454	-54.438286							1988-07-15	15	7	1988	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS227318668				CC_BY_4_0		obsr433107			2024-01-24T21:08:39.395Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977781049	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS227126568	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	Yacutinga Lodge	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.585752	-54.06871							2001-04-12	12	4	2001	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS227126568				CC_BY_4_0		obsr217001			2024-01-24T21:09:38.798Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977761995	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS227113100	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	Yacutinga Lodge	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.585752	-54.06871							2001-04-13	13	4	2001	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS227113100				CC_BY_4_0		obsr429380			2024-01-24T20:26:33.512Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977720195	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227402506	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PP Urugua-í (AICA MI02)--Seccional Uruzú	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.857317	-54.168785							1997-07-20	20	7	1997	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS227402506				CC_BY_4_0		obsr429380			2024-01-24T21:33:19.277Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977710294	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227275988	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PN Iguazú (AICA MI01)--Área Cataratas	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.683304	-54.455452							2013-09-03	3	9	2013	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS227275988				CC_BY_4_0		obsr430878			2024-01-24T21:32:11.326Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977628261	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS226866060	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PN Iguazú (AICA MI01)--Área Cataratas	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.683304	-54.455452							1985-02-20	20	2	1985	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD	OBS226866060				CC_BY_4_0		obsr336721			2024-01-24T20:26:32.792Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977592844	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS226405055	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		BR	Parque Nacional do Itatiaia	Rio de Janeiro	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	-22.383663	-44.604916							2013-12-14	14	12	2013	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS226405055				CC_BY_4_0		obsr216211			2024-01-24T21:32:01.104Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977538112	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS226616701	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PN Iguazú (AICA MI01)--Área Cataratas	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.683304	-54.455452							1998-11-11	11	11	1998	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS226616701				CC_BY_4_0		obsr429380			2024-01-24T20:26:32.389Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977498294	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS225930832	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PP Cruce Caballero (AICA MI25)	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-26.520718	-53.981667							1998-11-08	8	11	1998	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS225930832				CC_BY_4_0		obsr429380			2024-01-24T21:33:44.063Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977287250	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS225376959	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PP Cruce Caballero (AICA MI25)	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-26.520718	-53.981667							2009-10-10	10	10	2009	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS225376959				CC_BY_4_0		obsr217001			2024-01-24T21:33:07.336Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977283229	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS225341670	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PP Cruce Caballero (AICA MI25)	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-26.520718	-53.981667							2009-10-10	10	10	2009	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS225341670				CC_BY_4_0		obsr429380			2024-01-24T20:26:30.291Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977209461	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS225679698	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PP Urugua-í (AICA MI02)--Seccional Uruzú	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.857317	-54.168785							2008-04-17	17	4	2008	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS225679698				CC_BY_4_0		obsr430982			2024-01-24T21:09:35.935Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
977209055	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ARG:OBS225720444	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	Ramphastos dicolorus		SPECIES	Ramphastos dicolorus Linnaeus, 1766	Ramphastos dicolorus		AR	PN Iguazú (AICA MI01)--Área Cataratas	Misiones	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-25.683304	-54.455452							2008-04-16	16	4	2008	2478770	2478770	HUMAN_OBSERVATION	CLO	EBIRD_ARG	OBS225720444				CC_BY_4_0		obsr429380			2024-01-24T21:33:46.957Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
