"genus","species","scientificname","decimallatitude","decimallongitude","elevation","day","month","year","taxonkey"
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.841983,30.910793,NA,25,11,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.802282,30.845856,NA,28,4,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-22.964589,30.464313,NA,24,11,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.217045,31.496213,NA,24,10,2019,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-28.957783,31.758911,NA,22,10,2021,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",5.366667,-4.05,NA,19,7,1973,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.222488,31.440219,NA,15,11,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.78,9.6833,NA,5,11,1995,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.3,9.033333,NA,16,10,1993,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-10.1025,39.217778,NA,5,7,2008,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",5.766667,-4.133333,NA,15,3,1962,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",7.371667,35.093333,NA,15,1,2009,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-9.283333,33.616667,NA,NA,1,1910,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",5.366667,25.366667,560,NA,2,1995,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",5.03333,9.31666,550,27,10,1986,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-2.333333,31.866667,1130,3,7,2003,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-8.81666,32.76666,NA,15,11,1986,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-15.148333,35.371667,NA,NA,NA,NA,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.733333,9.716667,400,21,5,1996,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.15,9.333333,1900,5,4,1937,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.833334,9.683333,900,6,2,1995,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.4,9.45,NA,28,3,1960,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.15,9.233333,NA,NA,NA,NA,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.78,9.683333,1200,5,11,1995,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.05,9.1,600,26,10,1992,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",6,10,1267,20,3,1962,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",6.349166,10.608611,1735,15,2,2006,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.733333,9.716667,700,11,7,1996,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",3.684374,14.705421,663,2,3,2013,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",1.08667,14.05516,494,23,1,2018,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-4.31833,37.98944,1340,28,2,2001,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",8.68802,-8.87333,738,16,5,2020,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.416918,12.279357,489,7,5,2022,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",3.91124,11.49776,822,27,5,2022,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.527017,12.808365,508,21,4,2022,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-25.17,31.27,NA,28,3,2007,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-7.880556,31.689444,2170,28,4,2009,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",10.318167,-14.386,51,22,10,2016,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",1.356111,17.455,NA,11,5,2008,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-2.07728,28.546538,NA,4,2,2010,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-5.137777,15.071666,NA,30,9,1930,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.056944,18.309166,NA,20,12,1906,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",2.831666,20.748055,NA,NA,9,1913,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",1.397222,17.450833,NA,23,4,2009,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",8.72806,1.72885,NA,1,10,1998,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",6.7267,2.5494,NA,13,8,2013,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",7.4557,2.6472,NA,12,10,2013,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",8.72814,1.72345,NA,7,1,2016,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",8.72812,1.72745,NA,23,1,2016,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-15.765296,32.74769,351,2,5,1972,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.783333,11.166667,NA,31,3,1985,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.802909,30.836179,397.47,21,12,2020,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-28.3762,32.4181,NA,8,2,2024,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.85286,30.899727,NA,26,11,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.778882,30.833096,NA,15,4,2022,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-30.793124,30.309673,NA,14,12,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.628023,30.987017,NA,21,9,2021,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.38555,10.24496,46,23,11,2020,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",2.36666,16.15,350,11,4,1988,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-8.31583,38.96083,250,23,9,1997,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",8.21178,-8.72564,642,25,8,2019,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-5.933056,30.215556,1500,15,11,2006,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-3.241788,37.327712,1362,3,11,2021,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.517039,31.216335,NA,28,10,2022,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.781011,30.844779,NA,24,11,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.795349,30.831878,NA,30,4,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.801565,30.853616,NA,29,4,2023,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-8.23333,35.11666,1660,13,11,1988,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-10.732633,13.764625,850,3,11,1932,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.066667,9.033333,NA,30,7,1984,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.716667,11.35,NA,2,3,1986,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-4.318333,37.989444,1340,28,2,2001,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-4.313889,38.002222,1280,29,11,2000,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-1.98471,30.2109,NA,10,9,2021,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",10.35456,-9.30359,NA,NA,10,2017,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",10.36403,-9.2947,NA,NA,10,2017,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-25.525556,31.255278,418,17,12,2014,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",4.066667,9.033333,10,4,8,1984,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-4.316667,38,1200,5,12,2000,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-4.308333,38,1340,1,12,2000,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.13,34.85,1600,18,4,1965,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",7.65233,-8.50068,NA,NA,NA,NA,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.779444,29.583055,NA,6,4,1914,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-19.713888,32.993327,NA,27,11,2019,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-3.216667,30.733333,NA,4,1,1979,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",2.863888,27.652222,NA,NA,NA,NA,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",0.767499,24.446944,NA,24,6,1958,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-29.875,30.875,NA,NA,11,1933,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-26.875,32.625,NA,28,10,1966,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-28.125,32.375,NA,1,1,1967,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-28.616667,32.266667,NA,29,10,1991,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",-0.8,34.6,NA,2,12,1974,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",6.716,2.133,NA,NA,NA,NA,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",9.3,2.6,NA,NA,NA,NA,3076142
"Bridelia","Bridelia micrantha","Bridelia micrantha (Hochst.) Baill.",6.666,2.7,NA,NA,NA,NA,3076142
