"species"	"decimalLongitude"	"decimalLatitude"
"7614"	"Ramphastos dicolorus"	-50.17481	-29.480993
"7615"	"Ramphastos dicolorus"	-45.674667	-22.789288
"7616"	"Ramphastos dicolorus"	-51.202457	-29.132784
"7617"	"Ramphastos dicolorus"	-50.17481	-29.480993
"7618"	"Ramphastos dicolorus"	-54.325504	-25.693436
"7619"	"Ramphastos dicolorus"	-45.13332	-23.462885
"7620"	"Ramphastos dicolorus"	-44.97442	-23.18225
"7621"	"Ramphastos dicolorus"	-46.62337	-23.638762
"7622"	"Ramphastos dicolorus"	-54.43856	-25.684155
"7623"	"Ramphastos dicolorus"	-53.987362	-26.520056
"7624"	"Ramphastos dicolorus"	-47.026203	-24.367409
"7625"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7626"	"Ramphastos dicolorus"	-45.656784	-22.8526
"7627"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7628"	"Ramphastos dicolorus"	-43.17841	-22.510231
"7629"	"Ramphastos dicolorus"	-52.78292	-26.267542
"7630"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7631"	"Ramphastos dicolorus"	-46.406475	-20.260107
"7632"	"Ramphastos dicolorus"	-46.29076	-23.772802
"7633"	"Ramphastos dicolorus"	-46.56066	-23.753368
"7634"	"Ramphastos dicolorus"	-46.716587	-23.719648
"7635"	"Ramphastos dicolorus"	-48.834633	-24.51615
"7636"	"Ramphastos dicolorus"	-48.812206	-27.768274
"7637"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7638"	"Ramphastos dicolorus"	-46.629078	-23.639626
"7639"	"Ramphastos dicolorus"	-45.431114	-23.865507
"7640"	"Ramphastos dicolorus"	-47.986244	-24.049623
"7641"	"Ramphastos dicolorus"	-54.449245	-25.714869
"7642"	"Ramphastos dicolorus"	-47.414192	-23.783503
"7643"	"Ramphastos dicolorus"	-45.933582	-23.071678
"7644"	"Ramphastos dicolorus"	-52.433006	-27.177094
"7645"	"Ramphastos dicolorus"	-45.771168	-22.758932
"7646"	"Ramphastos dicolorus"	-47.997528	-24.073818
"7647"	"Ramphastos dicolorus"	-50.280952	-29.57888
"7648"	"Ramphastos dicolorus"	-46.971237	-23.796244
"7649"	"Ramphastos dicolorus"	-51.10204	-27.10607
"7650"	"Ramphastos dicolorus"	-47.352463	-24.030182
"7651"	"Ramphastos dicolorus"	-48.70092	-27.39289
"7652"	"Ramphastos dicolorus"	-49.284336	-25.378326
"7653"	"Ramphastos dicolorus"	-48.008327	-24.0405
"7654"	"Ramphastos dicolorus"	-53.76007	-29.608707
"7655"	"Ramphastos dicolorus"	-47.152634	-24.016573
"7656"	"Ramphastos dicolorus"	-51.19835	-23.327204
"7657"	"Ramphastos dicolorus"	-43.881466	-21.706804
"7658"	"Ramphastos dicolorus"	-46.316048	-23.691973
"7659"	"Ramphastos dicolorus"	-47.023087	-24.364729
"7660"	"Ramphastos dicolorus"	-53.863636	-26.009651
"7661"	"Ramphastos dicolorus"	-45.322247	-23.724197
"7662"	"Ramphastos dicolorus"	-54.2171	-26.86841
"7663"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7664"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7665"	"Ramphastos dicolorus"	-46.316048	-23.691973
"7666"	"Ramphastos dicolorus"	-47.023087	-24.364729
"7667"	"Ramphastos dicolorus"	-46.18381	-23.723444
"7668"	"Ramphastos dicolorus"	-46.24468	-23.98271
"7669"	"Ramphastos dicolorus"	-45.951206	-22.90844
"7670"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7671"	"Ramphastos dicolorus"	-53.788525	-26.015228
"7672"	"Ramphastos dicolorus"	-55.60235	-26.99439
"7673"	"Ramphastos dicolorus"	-48.013966	-24.040075
"7674"	"Ramphastos dicolorus"	-46.13773	-23.86398
"7675"	"Ramphastos dicolorus"	-50.280952	-29.57888
"7676"	"Ramphastos dicolorus"	-48.416508	-24.273466
"7677"	"Ramphastos dicolorus"	-40.988724	-20.515884
"7678"	"Ramphastos dicolorus"	-44.87048	-23.152365
"7679"	"Ramphastos dicolorus"	-45.65568	-22.684746
"7680"	"Ramphastos dicolorus"	-46.922493	-23.280375
"7681"	"Ramphastos dicolorus"	-44.61104	-22.444906
"7682"	"Ramphastos dicolorus"	-46.392963	-20.205246
"7683"	"Ramphastos dicolorus"	-46.028744	-23.410894
"7684"	"Ramphastos dicolorus"	-49.016144	-26.505322
"7685"	"Ramphastos dicolorus"	-44.61104	-22.444906
"7686"	"Ramphastos dicolorus"	-52.20237	-28.478035
"7687"	"Ramphastos dicolorus"	-48.421444	-24.22644
"7688"	"Ramphastos dicolorus"	-45.636	-22.829
"7689"	"Ramphastos dicolorus"	-53.987362	-26.520056
"7690"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7691"	"Ramphastos dicolorus"	-49.240173	-26.376787
"7692"	"Ramphastos dicolorus"	-46.467617	-23.575394
"7693"	"Ramphastos dicolorus"	-46.42038	-23.70925
"7694"	"Ramphastos dicolorus"	-54.168785	-25.857317
"7695"	"Ramphastos dicolorus"	-41.026928	-20.39393
"7696"	"Ramphastos dicolorus"	-44.520355	-22.266401
"7697"	"Ramphastos dicolorus"	-46.637756	-23.461594
"7698"	"Ramphastos dicolorus"	-52.17142	-25.853373
"7699"	"Ramphastos dicolorus"	-45.8244	-23.584932
"7700"	"Ramphastos dicolorus"	-44.87048	-23.152365
"7701"	"Ramphastos dicolorus"	-43.881466	-21.706804
"7702"	"Ramphastos dicolorus"	-48.971924	-26.146732
"7703"	"Ramphastos dicolorus"	-48.71741	-24.550858
"7704"	"Ramphastos dicolorus"	-46.392963	-20.205246
"7705"	"Ramphastos dicolorus"	-49.148468	-26.642818
"7706"	"Ramphastos dicolorus"	-44.6149	-22.736116
"7707"	"Ramphastos dicolorus"	-44.57283	-22.327465
"7708"	"Ramphastos dicolorus"	-54.102165	-26.632334
"7709"	"Ramphastos dicolorus"	-46.63632	-23.452223
"7710"	"Ramphastos dicolorus"	-54.455452	-25.683304
"7711"	"Ramphastos dicolorus"	-53.984093	-25.85376
"7712"	"Ramphastos dicolorus"	-51.069637	-29.531599
"7713"	"Ramphastos dicolorus"	-51.956802	-30.727972
"7714"	"Ramphastos dicolorus"	-49.251087	-25.372053
"7715"	"Ramphastos dicolorus"	-51.172077	-26.070435
"7716"	"Ramphastos dicolorus"	-43.881466	-21.706804
"7717"	"Ramphastos dicolorus"	-45.857	-23.406
"7718"	"Ramphastos dicolorus"	-54.009605	-25.68106
"7719"	"Ramphastos dicolorus"	-50.17481	-29.480993
"7720"	"Ramphastos dicolorus"	-45.583805	-22.761381
"7721"	"Ramphastos dicolorus"	-45.35884	-23.837736
"7722"	"Ramphastos dicolorus"	-46.186764	-23.874002
"7723"	"Ramphastos dicolorus"	-46.846634	-23.607727
"7724"	"Ramphastos dicolorus"	-46.92638	-23.79314
"7725"	"Ramphastos dicolorus"	-45.656784	-22.8526
"7726"	"Ramphastos dicolorus"	-46.42038	-23.70925
"7727"	"Ramphastos dicolorus"	-45.172302	-23.513237
"7728"	"Ramphastos dicolorus"	-46.301388	-23.777185
"7729"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7730"	"Ramphastos dicolorus"	-46.637756	-23.461594
"7731"	"Ramphastos dicolorus"	-50.204517	-29.534885
"7732"	"Ramphastos dicolorus"	-49.066105	-26.7456
"7733"	"Ramphastos dicolorus"	-54.168785	-25.857317
"7734"	"Ramphastos dicolorus"	-46.96405	-23.842628
"7735"	"Ramphastos dicolorus"	-45.63298	-22.74385
"7736"	"Ramphastos dicolorus"	-46.96405	-23.842628
"7737"	"Ramphastos dicolorus"	-44.592968	-22.664314
"7738"	"Ramphastos dicolorus"	-41.730247	-20.467573
"7739"	"Ramphastos dicolorus"	-45.47086	-23.57829
"7740"	"Ramphastos dicolorus"	-48.081722	-24.237656
"7741"	"Ramphastos dicolorus"	-54.2171	-26.86841
"7742"	"Ramphastos dicolorus"	-46.62337	-23.638762
"7743"	"Ramphastos dicolorus"	-53.959457	-25.859821
"7744"	"Ramphastos dicolorus"	-47.01229	-24.36598
"7745"	"Ramphastos dicolorus"	-46.340157	-23.763912
"7746"	"Ramphastos dicolorus"	-46.67826	-23.647821
"7747"	"Ramphastos dicolorus"	-46.31378	-22.884146
"7748"	"Ramphastos dicolorus"	-49.56459	-28.061653
"7749"	"Ramphastos dicolorus"	-54.455452	-25.683304
"7750"	"Ramphastos dicolorus"	-46.62337	-23.638762
"7751"	"Ramphastos dicolorus"	-45.732437	-22.68752
"7752"	"Ramphastos dicolorus"	-46.61889	-23.892998
"7753"	"Ramphastos dicolorus"	-49.112465	-26.81703
"7754"	"Ramphastos dicolorus"	-55.483334	-25.633333
"7755"	"Ramphastos dicolorus"	-49.49844	-28.635406
"7756"	"Ramphastos dicolorus"	-46.275433	-23.611973
"7757"	"Ramphastos dicolorus"	-48.89358	-27.099215
"7758"	"Ramphastos dicolorus"	-46.47826	-23.583773
"7759"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7760"	"Ramphastos dicolorus"	-45.62566	-22.80581
"7761"	"Ramphastos dicolorus"	-46.257698	-23.716682
"7762"	"Ramphastos dicolorus"	-46.556583	-21.77572
"7763"	"Ramphastos dicolorus"	-44.756813	-22.373522
"7764"	"Ramphastos dicolorus"	-46.302895	-23.69176
"7765"	"Ramphastos dicolorus"	-51.23733	-29.112486
"7766"	"Ramphastos dicolorus"	-40.659466	-20.364126
"7767"	"Ramphastos dicolorus"	-45.69228	-23.63122
"7768"	"Ramphastos dicolorus"	-46.301388	-23.777185
"7769"	"Ramphastos dicolorus"	-45.520306	-22.838528
"7770"	"Ramphastos dicolorus"	-44.614323	-22.434336
"7771"	"Ramphastos dicolorus"	-48.955723	-25.58557
"7772"	"Ramphastos dicolorus"	-45.24873	-22.57294
"7773"	"Ramphastos dicolorus"	-46.257698	-23.716682
"7774"	"Ramphastos dicolorus"	-48.583714	-24.604586
"7775"	"Ramphastos dicolorus"	-44.61104	-22.444906
"7776"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7777"	"Ramphastos dicolorus"	-46.873035	-23.56359
"7778"	"Ramphastos dicolorus"	-50.17481	-29.480993
"7779"	"Ramphastos dicolorus"	-54.100506	-27.043926
"7780"	"Ramphastos dicolorus"	-47.023087	-24.364729
"7781"	"Ramphastos dicolorus"	-45.984493	-23.660784
"7782"	"Ramphastos dicolorus"	-49.066105	-26.7456
"7783"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7784"	"Ramphastos dicolorus"	-54.84185	-27.055319
"7785"	"Ramphastos dicolorus"	-50.983677	-25.056536
"7786"	"Ramphastos dicolorus"	-44.61104	-22.444906
"7787"	"Ramphastos dicolorus"	-46.95977	-23.695135
"7788"	"Ramphastos dicolorus"	-43.881466	-21.706804
"7789"	"Ramphastos dicolorus"	-48.89358	-27.099215
"7790"	"Ramphastos dicolorus"	-46.2576	-23.71631
"7791"	"Ramphastos dicolorus"	-55.276302	-27.602423
"7792"	"Ramphastos dicolorus"	-46.716587	-23.719648
"7793"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7794"	"Ramphastos dicolorus"	-54.84185	-27.055319
"7795"	"Ramphastos dicolorus"	-46.866684	-23.612091
"7796"	"Ramphastos dicolorus"	-45.429085	-23.595333
"7797"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7798"	"Ramphastos dicolorus"	-44.90274	-22.82301
"7799"	"Ramphastos dicolorus"	-48.701214	-27.610031
"7800"	"Ramphastos dicolorus"	-54.100506	-27.043926
"7801"	"Ramphastos dicolorus"	-54.161	-25.592
"7802"	"Ramphastos dicolorus"	-53.984093	-25.85376
"7803"	"Ramphastos dicolorus"	-54.437996	-25.651373
"7804"	"Ramphastos dicolorus"	-52.845478	-26.318752
"7805"	"Ramphastos dicolorus"	-48.91355	-25.337227
"7806"	"Ramphastos dicolorus"	-51.728344	-28.197609
"7807"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7808"	"Ramphastos dicolorus"	-54.10814	-26.624443
"7809"	"Ramphastos dicolorus"	-45.66585	-22.95153
"7810"	"Ramphastos dicolorus"	-46.301388	-23.777185
"7811"	"Ramphastos dicolorus"	-48.40946	-24.26784
"7812"	"Ramphastos dicolorus"	-52.410336	-29.711437
"7813"	"Ramphastos dicolorus"	-46.316048	-23.691973
"7814"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7815"	"Ramphastos dicolorus"	-49.15021	-28.034021
"7816"	"Ramphastos dicolorus"	-50.983677	-25.056536
"7817"	"Ramphastos dicolorus"	-53.959457	-25.859821
"7818"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7819"	"Ramphastos dicolorus"	-47.506737	-23.962957
"7820"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7821"	"Ramphastos dicolorus"	-41.80629	-20.505144
"7822"	"Ramphastos dicolorus"	-47.51018	-24.017117
"7823"	"Ramphastos dicolorus"	-45.340813	-23.847572
"7824"	"Ramphastos dicolorus"	-46.29076	-23.772802
"7825"	"Ramphastos dicolorus"	-45.17511	-23.512041
"7826"	"Ramphastos dicolorus"	-46.570015	-21.77325
"7827"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7828"	"Ramphastos dicolorus"	-41.760384	-20.587019
"7829"	"Ramphastos dicolorus"	-49.17075	-26.283909
"7830"	"Ramphastos dicolorus"	-49.034363	-26.456419
"7831"	"Ramphastos dicolorus"	-47.993073	-24.057072
"7832"	"Ramphastos dicolorus"	-45.65568	-22.684746
"7833"	"Ramphastos dicolorus"	-44.520134	-22.267149
"7834"	"Ramphastos dicolorus"	-45.520306	-22.838528
"7835"	"Ramphastos dicolorus"	-46.73262	-23.674831
"7836"	"Ramphastos dicolorus"	-45.65568	-22.684746
"7837"	"Ramphastos dicolorus"	-45.59161	-22.716621
"7838"	"Ramphastos dicolorus"	-48.678963	-28.06602
"7839"	"Ramphastos dicolorus"	-44.609116	-22.435974
"7840"	"Ramphastos dicolorus"	-54.39379	-25.698017
"7841"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7842"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7843"	"Ramphastos dicolorus"	-47.992386	-24.040798
"7844"	"Ramphastos dicolorus"	-52.150932	-29.257862
"7845"	"Ramphastos dicolorus"	-43.925114	-21.720129
"7846"	"Ramphastos dicolorus"	-54.105633	-26.628687
"7847"	"Ramphastos dicolorus"	-50.21143	-25.561188
"7848"	"Ramphastos dicolorus"	-52.17142	-25.853373
"7849"	"Ramphastos dicolorus"	-49.284336	-25.378326
"7850"	"Ramphastos dicolorus"	-46.467617	-23.575394
"7851"	"Ramphastos dicolorus"	-54.102165	-26.632334
"7852"	"Ramphastos dicolorus"	-49.284336	-25.378326
"7853"	"Ramphastos dicolorus"	-47.152634	-24.016573
"7854"	"Ramphastos dicolorus"	-46.637756	-23.461594
"7855"	"Ramphastos dicolorus"	-54.2171	-26.86841
"7856"	"Ramphastos dicolorus"	-46.51878	-23.758038
"7857"	"Ramphastos dicolorus"	-47.561234	-24.003653
"7858"	"Ramphastos dicolorus"	-49.284336	-25.378326
"7859"	"Ramphastos dicolorus"	-50.280952	-29.57888
"7860"	"Ramphastos dicolorus"	-45.933582	-23.071678
"7861"	"Ramphastos dicolorus"	-44.619648	-22.67389
"7862"	"Ramphastos dicolorus"	-44.065434	-22.948107
"7863"	"Ramphastos dicolorus"	-44.232327	-20.879425
"7864"	"Ramphastos dicolorus"	-49.031685	-26.69171
"7865"	"Ramphastos dicolorus"	-46.214493	-23.316324
"7866"	"Ramphastos dicolorus"	-54.460403	-25.630175
"7867"	"Ramphastos dicolorus"	-45.746033	-22.946346
"7868"	"Ramphastos dicolorus"	-46.873035	-23.56359
"7869"	"Ramphastos dicolorus"	-47.993073	-24.057072
"7870"	"Ramphastos dicolorus"	-46.61889	-23.892998
"7871"	"Ramphastos dicolorus"	-48.779682	-27.718258
"7872"	"Ramphastos dicolorus"	-46.96405	-23.842628
"7873"	"Ramphastos dicolorus"	-46.866684	-23.612091
"7874"	"Ramphastos dicolorus"	-53.790527	-29.611967
"7875"	"Ramphastos dicolorus"	-45.340813	-23.847572
"7876"	"Ramphastos dicolorus"	-51.5545	-29.265007
"7877"	"Ramphastos dicolorus"	-47.023087	-24.364729
"7878"	"Ramphastos dicolorus"	-48.696327	-26.160341
"7879"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7880"	"Ramphastos dicolorus"	-46.257698	-23.716682
"7881"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7882"	"Ramphastos dicolorus"	-47.04555	-23.625984
"7883"	"Ramphastos dicolorus"	-45.079445	-23.488365
"7884"	"Ramphastos dicolorus"	-54.29436	-25.699411
"7885"	"Ramphastos dicolorus"	-54.244175	-27.276667
"7886"	"Ramphastos dicolorus"	-44.6157	-22.4336
"7887"	"Ramphastos dicolorus"	-49.15118	-27.594463
"7888"	"Ramphastos dicolorus"	-44.615078	-22.431982
"7889"	"Ramphastos dicolorus"	-48.63221	-26.971355
"7890"	"Ramphastos dicolorus"	-48.645252	-24.644794
"7891"	"Ramphastos dicolorus"	-45.47086	-23.57829
"7892"	"Ramphastos dicolorus"	-49.48029	-28.66558
"7893"	"Ramphastos dicolorus"	-49.48029	-28.66558
"7894"	"Ramphastos dicolorus"	-48.921204	-27.145462
"7895"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7896"	"Ramphastos dicolorus"	-45.4622	-22.671942
"7897"	"Ramphastos dicolorus"	-54.257233	-25.662868
"7898"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7899"	"Ramphastos dicolorus"	-51.943592	-29.30548
"7900"	"Ramphastos dicolorus"	-49.719227	-27.177694
"7901"	"Ramphastos dicolorus"	-49.104168	-26.52126
"7902"	"Ramphastos dicolorus"	-50.24609	-29.53228
"7903"	"Ramphastos dicolorus"	-54.099197	-26.609623
"7904"	"Ramphastos dicolorus"	-45.636154	-22.827513
"7905"	"Ramphastos dicolorus"	-46.61889	-23.892998
"7906"	"Ramphastos dicolorus"	-46.401154	-20.259624
"7907"	"Ramphastos dicolorus"	-48.361588	-23.415758
"7908"	"Ramphastos dicolorus"	-54.168785	-25.857317
"7909"	"Ramphastos dicolorus"	-45.591537	-22.739326
"7910"	"Ramphastos dicolorus"	-45.973866	-23.022547
"7911"	"Ramphastos dicolorus"	-48.377167	-24.04084
"7912"	"Ramphastos dicolorus"	-53.90178	-27.153433
"7913"	"Ramphastos dicolorus"	-48.63423	-24.639326
"7914"	"Ramphastos dicolorus"	-45.636	-22.829
"7915"	"Ramphastos dicolorus"	-48.2985	-24.312246
"7916"	"Ramphastos dicolorus"	-54.376106	-25.709248
"7917"	"Ramphastos dicolorus"	-50.17481	-29.480993
"7918"	"Ramphastos dicolorus"	-46.29076	-23.772802
"7919"	"Ramphastos dicolorus"	-46.62322	-24.087006
"7920"	"Ramphastos dicolorus"	-46.257698	-23.716682
"7921"	"Ramphastos dicolorus"	-44.531193	-22.329971
"7922"	"Ramphastos dicolorus"	-45.58983	-22.73724
"7923"	"Ramphastos dicolorus"	-47.026203	-24.367409
"7924"	"Ramphastos dicolorus"	-53.863636	-26.009651
"7925"	"Ramphastos dicolorus"	-51.13011	-29.200512
"7926"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7927"	"Ramphastos dicolorus"	-45.13332	-23.462885
"7928"	"Ramphastos dicolorus"	-45.656784	-22.8526
"7929"	"Ramphastos dicolorus"	-41.04009	-20.503708
"7930"	"Ramphastos dicolorus"	-45.829334	-22.881567
"7931"	"Ramphastos dicolorus"	-41.77533	-20.580246
"7932"	"Ramphastos dicolorus"	-49.240173	-26.376787
"7933"	"Ramphastos dicolorus"	-46.70793	-23.693167
"7934"	"Ramphastos dicolorus"	-54.106503	-27.044016
"7935"	"Ramphastos dicolorus"	-45.05651	-23.40456
"7936"	"Ramphastos dicolorus"	-47.01229	-24.36598
"7937"	"Ramphastos dicolorus"	-54.168785	-25.857317
"7938"	"Ramphastos dicolorus"	-46.039646	-22.925093
"7939"	"Ramphastos dicolorus"	-46.32301	-23.73411
"7940"	"Ramphastos dicolorus"	-49.48029	-28.66558
"7941"	"Ramphastos dicolorus"	-41.02675	-20.49277
"7942"	"Ramphastos dicolorus"	-47.992966	-24.060232
"7943"	"Ramphastos dicolorus"	-47.561188	-24.00366
"7944"	"Ramphastos dicolorus"	-46.723343	-24.106157
"7945"	"Ramphastos dicolorus"	-44.615078	-22.431982
"7946"	"Ramphastos dicolorus"	-45.642	-22.6797
"7947"	"Ramphastos dicolorus"	-49.09712	-26.708822
"7948"	"Ramphastos dicolorus"	-54.106503	-27.044016
"7949"	"Ramphastos dicolorus"	-45.933582	-23.071678
"7950"	"Ramphastos dicolorus"	-54.17303	-25.591719
"7951"	"Ramphastos dicolorus"	-46.62337	-23.638762
"7952"	"Ramphastos dicolorus"	-46.63844	-21.7935
"7953"	"Ramphastos dicolorus"	-48.559986	-25.593548
"7954"	"Ramphastos dicolorus"	-44.507496	-22.261608
"7955"	"Ramphastos dicolorus"	-45.47843	-22.703138
"7956"	"Ramphastos dicolorus"	-54.197876	-27.298342
"7957"	"Ramphastos dicolorus"	-41.04009	-20.503708
"7958"	"Ramphastos dicolorus"	-45.520306	-22.838528
"7959"	"Ramphastos dicolorus"	-49.284336	-25.378326
"7960"	"Ramphastos dicolorus"	-45.520306	-22.838528
"7961"	"Ramphastos dicolorus"	-46.716587	-23.719648
"7962"	"Ramphastos dicolorus"	-46.716587	-23.719648
"7963"	"Ramphastos dicolorus"	-49.493813	-28.642666
"7964"	"Ramphastos dicolorus"	-45.64426	-22.829462
"7965"	"Ramphastos dicolorus"	-55.393692	-24.160685
"7966"	"Ramphastos dicolorus"	-46.29076	-23.772802
"7967"	"Ramphastos dicolorus"	-46.301388	-23.777185
"7968"	"Ramphastos dicolorus"	-46.63632	-23.452223
"7969"	"Ramphastos dicolorus"	-46.53385	-23.392263
"7970"	"Ramphastos dicolorus"	-47.152634	-24.016573
"7971"	"Ramphastos dicolorus"	-46.042553	-23.404219
"7972"	"Ramphastos dicolorus"	-45.866096	-22.88612
"7973"	"Ramphastos dicolorus"	-48.534016	-27.759506
"7974"	"Ramphastos dicolorus"	-45.933582	-23.071678
"7975"	"Ramphastos dicolorus"	-46.841537	-23.576815
"7976"	"Ramphastos dicolorus"	-53.959457	-25.859821
"7977"	"Ramphastos dicolorus"	-54.168785	-25.857317
"7978"	"Ramphastos dicolorus"	-46.96405	-23.842628
"7979"	"Ramphastos dicolorus"	-46.257698	-23.716682
"7980"	"Ramphastos dicolorus"	-44.793148	-22.239838
"7981"	"Ramphastos dicolorus"	-43.911316	-21.707516
"7982"	"Ramphastos dicolorus"	-47.353947	-24.026968
"7983"	"Ramphastos dicolorus"	-54.827625	-27.058887
"7984"	"Ramphastos dicolorus"	-46.465134	-23.850883
"7985"	"Ramphastos dicolorus"	-48.59846	-27.039797
"7986"	"Ramphastos dicolorus"	-45.933582	-23.071678
"7987"	"Ramphastos dicolorus"	-44.92196	-23.155016
"7988"	"Ramphastos dicolorus"	-47.023087	-24.364729
"7989"	"Ramphastos dicolorus"	-44.624233	-22.406586
"7990"	"Ramphastos dicolorus"	-54.437435	-25.654383
"7991"	"Ramphastos dicolorus"	-54.197876	-27.298342
"7992"	"Ramphastos dicolorus"	-46.96405	-23.842628
"7993"	"Ramphastos dicolorus"	-46.35498	-23.199844
"7994"	"Ramphastos dicolorus"	-45.854992	-22.659224
"7995"	"Ramphastos dicolorus"	-45.617863	-22.729153
"7996"	"Ramphastos dicolorus"	-50.733116	-27.421259
"7997"	"Ramphastos dicolorus"	-54.126087	-25.701918
"7998"	"Ramphastos dicolorus"	-54.557053	-25.629469
"7999"	"Ramphastos dicolorus"	-55.60279	-26.98659
"8000"	"Ramphastos dicolorus"	-44.525093	-22.43908
"8001"	"Ramphastos dicolorus"	-44.816353	-23.142773
"8002"	"Ramphastos dicolorus"	-46.740387	-23.603344
"8003"	"Ramphastos dicolorus"	-46.841537	-23.576815
"8004"	"Ramphastos dicolorus"	-56.22863	-25.773846
"8005"	"Ramphastos dicolorus"	-45.572845	-22.930452
"8006"	"Ramphastos dicolorus"	-46.467617	-23.575394
"8007"	"Ramphastos dicolorus"	-46.29076	-23.772802
"8008"	"Ramphastos dicolorus"	-54.099197	-26.609623
"8009"	"Ramphastos dicolorus"	-54.211906	-25.684076
"8010"	"Ramphastos dicolorus"	-46.039646	-22.925093
"8011"	"Ramphastos dicolorus"	-45.42733	-23.936306
"8012"	"Ramphastos dicolorus"	-53.862934	-26.891048
"8013"	"Ramphastos dicolorus"	-45.13332	-23.462885
"8014"	"Ramphastos dicolorus"	-46.047066	-23.071283
"8015"	"Ramphastos dicolorus"	-47.353947	-24.026968
"8016"	"Ramphastos dicolorus"	-49.806454	-25.45521
"8017"	"Ramphastos dicolorus"	-48.923157	-27.631117
"8018"	"Ramphastos dicolorus"	-48.2985	-24.312246
"8019"	"Ramphastos dicolorus"	-48.823627	-25.500826
"8020"	"Ramphastos dicolorus"	-44.83233	-23.175714
"8021"	"Ramphastos dicolorus"	-54.17303	-25.591719
"8022"	"Ramphastos dicolorus"	-46.340157	-23.763912
"8023"	"Ramphastos dicolorus"	-45.933582	-23.071678
"8024"	"Ramphastos dicolorus"	-48.70092	-27.39289
"8025"	"Ramphastos dicolorus"	-53.76007	-29.608707
"8026"	"Ramphastos dicolorus"	-47.992966	-24.060232
"8027"	"Ramphastos dicolorus"	-45.602272	-22.714874
"8028"	"Ramphastos dicolorus"	-54.2171	-26.86841
"8029"	"Ramphastos dicolorus"	-46.841537	-23.576815
"8030"	"Ramphastos dicolorus"	-45.506752	-22.753641
"8031"	"Ramphastos dicolorus"	-47.181057	-23.969463
"8032"	"Ramphastos dicolorus"	-48.701214	-27.610031
"8033"	"Ramphastos dicolorus"	-54.2171	-26.86841
"8034"	"Ramphastos dicolorus"	-50.21143	-25.561188
"8035"	"Ramphastos dicolorus"	-48.921204	-27.145462
"8036"	"Ramphastos dicolorus"	-46.637756	-23.461594
"8037"	"Ramphastos dicolorus"	-48.66273	-26.281162
"8038"	"Ramphastos dicolorus"	-54.102165	-26.632334
"8039"	"Ramphastos dicolorus"	-46.63632	-23.452223
"8040"	"Ramphastos dicolorus"	-54.2171	-26.86841
"8041"	"Ramphastos dicolorus"	-48.716106	-26.776033
"8042"	"Ramphastos dicolorus"	-40.979237	-20.51515
"8043"	"Ramphastos dicolorus"	-45.814663	-22.725801
"8044"	"Ramphastos dicolorus"	-44.624233	-22.406586
"8045"	"Ramphastos dicolorus"	-44.615078	-22.431982
"8046"	"Ramphastos dicolorus"	-46.63632	-23.452223
"8047"	"Ramphastos dicolorus"	-53.975986	-25.8573
"8048"	"Ramphastos dicolorus"	-47.152634	-24.016573
"8049"	"Ramphastos dicolorus"	-49.785336	-24.528185
"8050"	"Ramphastos dicolorus"	-48.701214	-27.610031
"8051"	"Ramphastos dicolorus"	-49.48029	-28.66558
"8052"	"Ramphastos dicolorus"	-47.152634	-24.016573
"8053"	"Ramphastos dicolorus"	-51.520054	-24.693253
"8054"	"Ramphastos dicolorus"	-46.873035	-23.56359
"8055"	"Ramphastos dicolorus"	-53.601425	-25.493757
"8056"	"Ramphastos dicolorus"	-47.992386	-24.040798
"8057"	"Ramphastos dicolorus"	-46.282608	-23.600468
"8058"	"Ramphastos dicolorus"	-46.16246	-23.679174
"8059"	"Ramphastos dicolorus"	-46.340157	-23.763912
"8060"	"Ramphastos dicolorus"	-54.102165	-26.632334
"8061"	"Ramphastos dicolorus"	-46.292652	-23.773407
"8062"	"Ramphastos dicolorus"	-46.866684	-23.612091
"8063"	"Ramphastos dicolorus"	-46.637756	-23.461594
"8064"	"Ramphastos dicolorus"	-45.357586	-22.61571
