"species"	"decimalLongitude"	"decimalLatitude"
"11213"	"Ramphastos dicolorus"	-54.359554	-27.31996
"11214"	"Ramphastos dicolorus"	-45.58983	-22.73724
"11215"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11216"	"Ramphastos dicolorus"	-52.75875	-23.858524
"11217"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11218"	"Ramphastos dicolorus"	-54.9221	-27.08829
"11219"	"Ramphastos dicolorus"	-49.15754	-26.6638
"11220"	"Ramphastos dicolorus"	-45.933582	-23.071678
"11221"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11222"	"Ramphastos dicolorus"	-51.935627	-29.620028
"11223"	"Ramphastos dicolorus"	-49.176178	-27.67893
"11224"	"Ramphastos dicolorus"	-45.69743	-22.799826
"11225"	"Ramphastos dicolorus"	-44.92195	-23.155071
"11226"	"Ramphastos dicolorus"	-47.04555	-23.625984
"11227"	"Ramphastos dicolorus"	-54.102165	-26.632334
"11228"	"Ramphastos dicolorus"	-48.4174	-24.2472
"11229"	"Ramphastos dicolorus"	-46.62337	-23.638762
"11230"	"Ramphastos dicolorus"	-46.392963	-20.205246
"11231"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11232"	"Ramphastos dicolorus"	-49.27952	-27.635843
"11233"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11234"	"Ramphastos dicolorus"	-46.431892	-23.716957
"11235"	"Ramphastos dicolorus"	-45.58983	-22.73724
"11236"	"Ramphastos dicolorus"	-49.70677	-27.200655
"11237"	"Ramphastos dicolorus"	-45.352024	-23.812439
"11238"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11239"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11240"	"Ramphastos dicolorus"	-47.51018	-24.017117
"11241"	"Ramphastos dicolorus"	-45.89024	-23.170162
"11242"	"Ramphastos dicolorus"	-55.60279	-26.98659
"11243"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11244"	"Ramphastos dicolorus"	-48.89358	-27.099215
"11245"	"Ramphastos dicolorus"	-53.759956	-29.615002
"11246"	"Ramphastos dicolorus"	-46.03631	-23.410543
"11247"	"Ramphastos dicolorus"	-45.134056	-23.462597
"11248"	"Ramphastos dicolorus"	-49.197235	-24.31316
"11249"	"Ramphastos dicolorus"	-43.242466	-22.474949
"11250"	"Ramphastos dicolorus"	-46.637756	-23.461594
"11251"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11252"	"Ramphastos dicolorus"	-45.259827	-22.37742
"11253"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11254"	"Ramphastos dicolorus"	-49.240173	-26.376787
"11255"	"Ramphastos dicolorus"	-47.480892	-23.836779
"11256"	"Ramphastos dicolorus"	-48.47168	-27.574644
"11257"	"Ramphastos dicolorus"	-45.481945	-22.689444
"11258"	"Ramphastos dicolorus"	-54.2171	-26.86841
"11259"	"Ramphastos dicolorus"	-46.316048	-23.691973
"11260"	"Ramphastos dicolorus"	-54.325504	-25.693436
"11261"	"Ramphastos dicolorus"	-54.167496	-25.855581
"11262"	"Ramphastos dicolorus"	-44.712387	-22.472149
"11263"	"Ramphastos dicolorus"	-54.449245	-25.714869
"11264"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11265"	"Ramphastos dicolorus"	-49.066105	-26.7456
"11266"	"Ramphastos dicolorus"	-45.260983	-22.575747
"11267"	"Ramphastos dicolorus"	-49.05473	-26.972088
"11268"	"Ramphastos dicolorus"	-47.986244	-24.049623
"11269"	"Ramphastos dicolorus"	-46.637177	-23.330849
"11270"	"Ramphastos dicolorus"	-46.866684	-23.612091
"11271"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11272"	"Ramphastos dicolorus"	-47.01229	-24.36598
"11273"	"Ramphastos dicolorus"	-44.61104	-22.444906
"11274"	"Ramphastos dicolorus"	-48.55347	-27.788939
"11275"	"Ramphastos dicolorus"	-54.039333	-27.022333
"11276"	"Ramphastos dicolorus"	-46.62337	-23.638762
"11277"	"Ramphastos dicolorus"	-46.316048	-23.691973
"11278"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11279"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11280"	"Ramphastos dicolorus"	-46.873035	-23.56359
"11281"	"Ramphastos dicolorus"	-46.368412	-20.244137
"11282"	"Ramphastos dicolorus"	-45.871254	-22.955738
"11283"	"Ramphastos dicolorus"	-54.21489	-26.86684
"11284"	"Ramphastos dicolorus"	-54.438286	-25.642454
"11285"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11286"	"Ramphastos dicolorus"	-54.039333	-27.022333
"11287"	"Ramphastos dicolorus"	-45.172302	-23.513237
"11288"	"Ramphastos dicolorus"	-50.1393	-24.763756
"11289"	"Ramphastos dicolorus"	-47.353947	-24.026968
"11290"	"Ramphastos dicolorus"	-45.66585	-22.95153
"11291"	"Ramphastos dicolorus"	-52.031147	-26.22401
"11292"	"Ramphastos dicolorus"	-53.89927	-27.150505
"11293"	"Ramphastos dicolorus"	-49.09741	-26.224716
"11294"	"Ramphastos dicolorus"	-50.21143	-25.561188
"11295"	"Ramphastos dicolorus"	-44.550488	-23.023952
"11296"	"Ramphastos dicolorus"	-44.609116	-22.435974
"11297"	"Ramphastos dicolorus"	-45.973866	-23.022547
"11298"	"Ramphastos dicolorus"	-46.62337	-23.638762
"11299"	"Ramphastos dicolorus"	-45.65822	-22.7774
"11300"	"Ramphastos dicolorus"	-45.65568	-22.684746
"11301"	"Ramphastos dicolorus"	-48.534122	-27.705294
"11302"	"Ramphastos dicolorus"	-50.21143	-25.561188
"11303"	"Ramphastos dicolorus"	-45.408005	-23.85071
"11304"	"Ramphastos dicolorus"	-49.735355	-24.537539
"11305"	"Ramphastos dicolorus"	-46.467617	-23.575394
"11306"	"Ramphastos dicolorus"	-44.592346	-22.46251
"11307"	"Ramphastos dicolorus"	-49.176178	-27.67893
"11308"	"Ramphastos dicolorus"	-46.80815	-23.693949
"11309"	"Ramphastos dicolorus"	-44.60821	-22.438553
"11310"	"Ramphastos dicolorus"	-54.448483	-25.715187
"11311"	"Ramphastos dicolorus"	-47.142677	-23.960402
"11312"	"Ramphastos dicolorus"	-44.61019	-22.449783
"11313"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11314"	"Ramphastos dicolorus"	-49.284336	-25.378326
"11315"	"Ramphastos dicolorus"	-47.993073	-24.057072
"11316"	"Ramphastos dicolorus"	-48.921204	-27.145462
"11317"	"Ramphastos dicolorus"	-45.66503	-22.66664
"11318"	"Ramphastos dicolorus"	-49.49466	-26.714731
"11319"	"Ramphastos dicolorus"	-41.76135	-20.585304
"11320"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11321"	"Ramphastos dicolorus"	-47.023087	-24.364729
"11322"	"Ramphastos dicolorus"	-54.009605	-25.68106
"11323"	"Ramphastos dicolorus"	-44.87048	-23.152365
"11324"	"Ramphastos dicolorus"	-45.814663	-22.725801
"11325"	"Ramphastos dicolorus"	-54.325504	-25.693436
"11326"	"Ramphastos dicolorus"	-46.62246	-23.441994
"11327"	"Ramphastos dicolorus"	-47.353947	-24.026968
"11328"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11329"	"Ramphastos dicolorus"	-43.935165	-21.725763
"11330"	"Ramphastos dicolorus"	-46.281036	-23.362144
"11331"	"Ramphastos dicolorus"	-46.292652	-23.773407
"11332"	"Ramphastos dicolorus"	-44.80341	-23.204039
"11333"	"Ramphastos dicolorus"	-45.46667	-22.707119
"11334"	"Ramphastos dicolorus"	-46.637756	-23.461594
"11335"	"Ramphastos dicolorus"	-50.17481	-29.480993
"11336"	"Ramphastos dicolorus"	-54.184223	-26.361607
"11337"	"Ramphastos dicolorus"	-46.716587	-23.719648
"11338"	"Ramphastos dicolorus"	-46.499546	-23.814308
"11339"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11340"	"Ramphastos dicolorus"	-47.992386	-24.040798
"11341"	"Ramphastos dicolorus"	-46.61889	-23.892998
"11342"	"Ramphastos dicolorus"	-52.568893	-26.462187
"11343"	"Ramphastos dicolorus"	-53.820847	-26.010422
"11344"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11345"	"Ramphastos dicolorus"	-48.40267	-24.266058
"11346"	"Ramphastos dicolorus"	-44.60821	-22.438553
"11347"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11348"	"Ramphastos dicolorus"	-54.551487	-25.606384
"11349"	"Ramphastos dicolorus"	-54.243	-25.67195
"11350"	"Ramphastos dicolorus"	-46.03881	-23.57697
"11351"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11352"	"Ramphastos dicolorus"	-48.493015	-27.662441
"11353"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11354"	"Ramphastos dicolorus"	-46.728844	-23.716053
"11355"	"Ramphastos dicolorus"	-55.483334	-25.633333
"11356"	"Ramphastos dicolorus"	-45.871254	-22.955738
"11357"	"Ramphastos dicolorus"	-53.701427	-29.595121
"11358"	"Ramphastos dicolorus"	-45.083	-23.425764
"11359"	"Ramphastos dicolorus"	-54.21489	-26.86684
"11360"	"Ramphastos dicolorus"	-46.535664	-23.230701
"11361"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11362"	"Ramphastos dicolorus"	-45.871254	-22.955738
"11363"	"Ramphastos dicolorus"	-49.02082	-27.667906
"11364"	"Ramphastos dicolorus"	-49.15021	-28.034021
"11365"	"Ramphastos dicolorus"	-46.637756	-23.461594
"11366"	"Ramphastos dicolorus"	-46.866684	-23.612091
"11367"	"Ramphastos dicolorus"	-49.130493	-26.93556
"11368"	"Ramphastos dicolorus"	-47.11386	-23.721182
"11369"	"Ramphastos dicolorus"	-46.716587	-23.719648
"11370"	"Ramphastos dicolorus"	-51.067898	-26.146452
"11371"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11372"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11373"	"Ramphastos dicolorus"	-47.350826	-24.0298
"11374"	"Ramphastos dicolorus"	-44.623	-22.424
"11375"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11376"	"Ramphastos dicolorus"	-49.478054	-25.298813
"11377"	"Ramphastos dicolorus"	-46.635487	-23.454803
"11378"	"Ramphastos dicolorus"	-47.50893	-23.955214
"11379"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11380"	"Ramphastos dicolorus"	-45.48186	-23.581228
"11381"	"Ramphastos dicolorus"	-47.11194	-23.95045
"11382"	"Ramphastos dicolorus"	-49.148468	-26.642818
"11383"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11384"	"Ramphastos dicolorus"	-54.168785	-25.857317
"11385"	"Ramphastos dicolorus"	-49.05473	-26.972088
"11386"	"Ramphastos dicolorus"	-51.013306	-26.187456
"11387"	"Ramphastos dicolorus"	-49.01655	-27.260145
"11388"	"Ramphastos dicolorus"	-48.708153	-25.315308
"11389"	"Ramphastos dicolorus"	-50.17481	-29.480993
"11390"	"Ramphastos dicolorus"	-48.716106	-26.776033
"11391"	"Ramphastos dicolorus"	-46.316048	-23.691973
"11392"	"Ramphastos dicolorus"	-44.592968	-22.664314
"11393"	"Ramphastos dicolorus"	-45.291416	-21.997885
"11394"	"Ramphastos dicolorus"	-50.581112	-29.458334
"11395"	"Ramphastos dicolorus"	-44.93849	-23.2183
"11396"	"Ramphastos dicolorus"	-49.048553	-26.743874
"11397"	"Ramphastos dicolorus"	-54.95415	-26.955694
"11398"	"Ramphastos dicolorus"	-48.921204	-27.145462
"11399"	"Ramphastos dicolorus"	-45.8244	-23.584932
"11400"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11401"	"Ramphastos dicolorus"	-47.023087	-24.364729
"11402"	"Ramphastos dicolorus"	-51.606956	-26.536896
"11403"	"Ramphastos dicolorus"	-46.53385	-23.392263
"11404"	"Ramphastos dicolorus"	-46.99406	-23.811731
"11405"	"Ramphastos dicolorus"	-49.398426	-26.782099
"11406"	"Ramphastos dicolorus"	-49.47374	-24.955797
"11407"	"Ramphastos dicolorus"	-50.24609	-29.53228
"11408"	"Ramphastos dicolorus"	-48.91322	-27.265188
"11409"	"Ramphastos dicolorus"	-48.921204	-27.145462
"11410"	"Ramphastos dicolorus"	-52.845478	-26.318752
"11411"	"Ramphastos dicolorus"	-48.716106	-26.776033
"11412"	"Ramphastos dicolorus"	-54.460403	-25.630175
"11413"	"Ramphastos dicolorus"	-48.70092	-27.39289
"11414"	"Ramphastos dicolorus"	-52.845478	-26.318752
"11415"	"Ramphastos dicolorus"	-46.63632	-23.452223
"11416"	"Ramphastos dicolorus"	-45.569576	-22.790722
"11417"	"Ramphastos dicolorus"	-46.72961	-23.86628
"11418"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11419"	"Ramphastos dicolorus"	-49.93415	-27.951292
"11420"	"Ramphastos dicolorus"	-46.296204	-23.769049
"11421"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11422"	"Ramphastos dicolorus"	-54.2171	-26.86841
"11423"	"Ramphastos dicolorus"	-46.91794	-24.214556
"11424"	"Ramphastos dicolorus"	-54.437164	-25.690052
"11425"	"Ramphastos dicolorus"	-45.97437	-23.42857
"11426"	"Ramphastos dicolorus"	-44.128357	-22.727074
"11427"	"Ramphastos dicolorus"	-45.68604	-22.887503
"11428"	"Ramphastos dicolorus"	-47.152634	-24.016573
"11429"	"Ramphastos dicolorus"	-46.716587	-23.719648
"11430"	"Ramphastos dicolorus"	-44.975323	-23.1824
"11431"	"Ramphastos dicolorus"	-50.17481	-29.480993
"11432"	"Ramphastos dicolorus"	-50.17481	-29.480993
"11433"	"Ramphastos dicolorus"	-55.6628	-26.638903
"11434"	"Ramphastos dicolorus"	-49.275696	-26.48496
"11435"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11436"	"Ramphastos dicolorus"	-46.873035	-23.56359
"11437"	"Ramphastos dicolorus"	-53.972546	-25.870007
"11438"	"Ramphastos dicolorus"	-45.636154	-22.827513
"11439"	"Ramphastos dicolorus"	-55.10984	-27.499794
"11440"	"Ramphastos dicolorus"	-45.674667	-22.789288
"11441"	"Ramphastos dicolorus"	-54.073753	-26.607634
"11442"	"Ramphastos dicolorus"	-46.316048	-23.691973
"11443"	"Ramphastos dicolorus"	-45.97437	-23.42857
"11444"	"Ramphastos dicolorus"	-52.031147	-26.22401
"11445"	"Ramphastos dicolorus"	-46.717808	-23.729939
"11446"	"Ramphastos dicolorus"	-46.61889	-23.892998
"11447"	"Ramphastos dicolorus"	-46.648575	-21.780142
"11448"	"Ramphastos dicolorus"	-47.018692	-23.664883
"11449"	"Ramphastos dicolorus"	-45.669353	-22.719374
"11450"	"Ramphastos dicolorus"	-45.933582	-23.071678
"11451"	"Ramphastos dicolorus"	-50.17481	-29.480993
"11452"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11453"	"Ramphastos dicolorus"	-48.5542	-25.045387
"11454"	"Ramphastos dicolorus"	-47.506737	-23.962957
"11455"	"Ramphastos dicolorus"	-54.45211	-25.678682
"11456"	"Ramphastos dicolorus"	-46.866684	-23.612091
"11457"	"Ramphastos dicolorus"	-46.637756	-23.461594
"11458"	"Ramphastos dicolorus"	-45.65568	-22.684746
"11459"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11460"	"Ramphastos dicolorus"	-46.62246	-23.441994
"11461"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11462"	"Ramphastos dicolorus"	-45.677887	-22.785284
"11463"	"Ramphastos dicolorus"	-53.804058	-26.01605
"11464"	"Ramphastos dicolorus"	-48.70092	-27.39289
"11465"	"Ramphastos dicolorus"	-51.807888	-25.105652
"11466"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11467"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11468"	"Ramphastos dicolorus"	-49.398426	-26.782099
"11469"	"Ramphastos dicolorus"	-48.509167	-27.781189
"11470"	"Ramphastos dicolorus"	-54.437996	-25.651373
"11471"	"Ramphastos dicolorus"	-47.11194	-23.95045
"11472"	"Ramphastos dicolorus"	-48.40946	-24.26784
"11473"	"Ramphastos dicolorus"	-46.401154	-20.259624
"11474"	"Ramphastos dicolorus"	-47.993073	-24.057072
"11475"	"Ramphastos dicolorus"	-46.87084	-23.564922
"11476"	"Ramphastos dicolorus"	-48.704155	-27.525583
"11477"	"Ramphastos dicolorus"	-45.58983	-22.73724
"11478"	"Ramphastos dicolorus"	-48.013966	-24.040075
"11479"	"Ramphastos dicolorus"	-45.666862	-22.825237
"11480"	"Ramphastos dicolorus"	-49.284336	-25.378326
"11481"	"Ramphastos dicolorus"	-46.63632	-23.452223
"11482"	"Ramphastos dicolorus"	-46.62337	-23.638762
"11483"	"Ramphastos dicolorus"	-47.023087	-24.364729
"11484"	"Ramphastos dicolorus"	-54.168785	-25.857317
"11485"	"Ramphastos dicolorus"	-49.61626	-27.524132
"11486"	"Ramphastos dicolorus"	-45.667248	-22.68644
"11487"	"Ramphastos dicolorus"	-46.728844	-23.716053
"11488"	"Ramphastos dicolorus"	-46.637756	-23.461594
"11489"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11490"	"Ramphastos dicolorus"	-46.716587	-23.719648
"11491"	"Ramphastos dicolorus"	-45.96244	-21.777925
"11492"	"Ramphastos dicolorus"	-55.6628	-26.638903
"11493"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11494"	"Ramphastos dicolorus"	-49.2411	-26.4329
"11495"	"Ramphastos dicolorus"	-51.553032	-29.260662
"11496"	"Ramphastos dicolorus"	-44.61104	-22.444906
"11497"	"Ramphastos dicolorus"	-45.724403	-23.325396
"11498"	"Ramphastos dicolorus"	-53.703083	-29.707035
"11499"	"Ramphastos dicolorus"	-46.53385	-23.392263
"11500"	"Ramphastos dicolorus"	-45.88021	-22.74115
"11501"	"Ramphastos dicolorus"	-48.89358	-27.099215
"11502"	"Ramphastos dicolorus"	-49.93415	-27.951292
"11503"	"Ramphastos dicolorus"	-45.873337	-23.033182
"11504"	"Ramphastos dicolorus"	-45.357586	-22.61571
"11505"	"Ramphastos dicolorus"	-46.62337	-23.638762
"11506"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11507"	"Ramphastos dicolorus"	-46.728844	-23.716053
"11508"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11509"	"Ramphastos dicolorus"	-53.959457	-25.859821
"11510"	"Ramphastos dicolorus"	-46.399902	-23.47134
"11511"	"Ramphastos dicolorus"	-45.677887	-22.785284
"11512"	"Ramphastos dicolorus"	-41.76135	-20.585304
"11513"	"Ramphastos dicolorus"	-45.326656	-22.251963
"11514"	"Ramphastos dicolorus"	-54.867035	-27.02947
"11515"	"Ramphastos dicolorus"	-45.205715	-22.205065
"11516"	"Ramphastos dicolorus"	-54.2171	-26.86841
"11517"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11518"	"Ramphastos dicolorus"	-46.866684	-23.612091
"11519"	"Ramphastos dicolorus"	-50.265625	-24.5707
"11520"	"Ramphastos dicolorus"	-47.001396	-23.579515
"11521"	"Ramphastos dicolorus"	-45.97437	-23.42857
"11522"	"Ramphastos dicolorus"	-47.142677	-23.960402
"11523"	"Ramphastos dicolorus"	-46.873035	-23.56359
"11524"	"Ramphastos dicolorus"	-54.2171	-26.86841
"11525"	"Ramphastos dicolorus"	-54.039333	-27.022333
"11526"	"Ramphastos dicolorus"	-46.877922	-23.731121
"11527"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11528"	"Ramphastos dicolorus"	-49.066105	-26.7456
"11529"	"Ramphastos dicolorus"	-54.102165	-26.632334
"11530"	"Ramphastos dicolorus"	-48.865917	-27.058237
"11531"	"Ramphastos dicolorus"	-47.11386	-23.721182
"11532"	"Ramphastos dicolorus"	-54.4446	-25.701782
"11533"	"Ramphastos dicolorus"	-54.102165	-26.632334
"11534"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11535"	"Ramphastos dicolorus"	-45.73328	-22.677567
"11536"	"Ramphastos dicolorus"	-44.972412	-23.18341
"11537"	"Ramphastos dicolorus"	-43.881466	-21.706804
"11538"	"Ramphastos dicolorus"	-45.591537	-22.739326
"11539"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11540"	"Ramphastos dicolorus"	-54.04252	-27.236813
"11541"	"Ramphastos dicolorus"	-54.168785	-25.857317
"11542"	"Ramphastos dicolorus"	-45.587753	-22.700874
"11543"	"Ramphastos dicolorus"	-48.40946	-24.26784
"11544"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11545"	"Ramphastos dicolorus"	-44.624233	-22.406586
"11546"	"Ramphastos dicolorus"	-45.9521	-23.07558
"11547"	"Ramphastos dicolorus"	-47.01229	-24.36598
"11548"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11549"	"Ramphastos dicolorus"	-45.885372	-23.395887
"11550"	"Ramphastos dicolorus"	-54.102165	-26.632334
"11551"	"Ramphastos dicolorus"	-49.066105	-26.7456
"11552"	"Ramphastos dicolorus"	-52.406116	-26.390871
"11553"	"Ramphastos dicolorus"	-49.17075	-26.283909
"11554"	"Ramphastos dicolorus"	-49.00351	-26.871077
"11555"	"Ramphastos dicolorus"	-47.04555	-23.625984
"11556"	"Ramphastos dicolorus"	-54.10814	-26.624443
"11557"	"Ramphastos dicolorus"	-45.933582	-23.071678
"11558"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11559"	"Ramphastos dicolorus"	-46.457584	-23.810413
"11560"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11561"	"Ramphastos dicolorus"	-47.01229	-24.36598
"11562"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11563"	"Ramphastos dicolorus"	-46.553154	-23.441832
"11564"	"Ramphastos dicolorus"	-46.637756	-23.461594
"11565"	"Ramphastos dicolorus"	-45.47843	-22.703138
"11566"	"Ramphastos dicolorus"	-54.84185	-27.055319
"11567"	"Ramphastos dicolorus"	-46.257698	-23.716682
"11568"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11569"	"Ramphastos dicolorus"	-49.2411	-26.4329
"11570"	"Ramphastos dicolorus"	-51.763893	-26.8975
"11571"	"Ramphastos dicolorus"	-48.8279	-25.48067
"11572"	"Ramphastos dicolorus"	-45.857	-23.406
"11573"	"Ramphastos dicolorus"	-46.047066	-23.071283
"11574"	"Ramphastos dicolorus"	-51.0286	-29.03153
"11575"	"Ramphastos dicolorus"	-54.106503	-27.044016
"11576"	"Ramphastos dicolorus"	-50.21143	-25.561188
"11577"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11578"	"Ramphastos dicolorus"	-46.866684	-23.612091
"11579"	"Ramphastos dicolorus"	-46.711132	-23.700237
"11580"	"Ramphastos dicolorus"	-46.49648	-23.391466
"11581"	"Ramphastos dicolorus"	-45.65568	-22.684746
"11582"	"Ramphastos dicolorus"	-55.60235	-26.99439
"11583"	"Ramphastos dicolorus"	-54.168785	-25.857317
"11584"	"Ramphastos dicolorus"	-48.98153	-26.914576
"11585"	"Ramphastos dicolorus"	-48.697186	-27.565771
"11586"	"Ramphastos dicolorus"	-45.340813	-23.847572
"11587"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11588"	"Ramphastos dicolorus"	-49.82189	-24.140415
"11589"	"Ramphastos dicolorus"	-45.466484	-22.770798
"11590"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11591"	"Ramphastos dicolorus"	-49.066105	-26.7456
"11592"	"Ramphastos dicolorus"	-44.507496	-22.261608
"11593"	"Ramphastos dicolorus"	-45.871254	-22.955738
"11594"	"Ramphastos dicolorus"	-45.68581	-22.887562
"11595"	"Ramphastos dicolorus"	-48.89358	-27.099215
"11596"	"Ramphastos dicolorus"	-46.296204	-23.769049
"11597"	"Ramphastos dicolorus"	-48.70634	-24.528606
"11598"	"Ramphastos dicolorus"	-43.881466	-21.706804
"11599"	"Ramphastos dicolorus"	-54.325504	-25.693436
"11600"	"Ramphastos dicolorus"	-48.68271	-26.933233
"11601"	"Ramphastos dicolorus"	-45.59885	-22.70935
"11602"	"Ramphastos dicolorus"	-48.955723	-25.58557
"11603"	"Ramphastos dicolorus"	-49.066105	-26.7456
"11604"	"Ramphastos dicolorus"	-44.755997	-22.373625
"11605"	"Ramphastos dicolorus"	-46.340157	-23.763912
"11606"	"Ramphastos dicolorus"	-48.70092	-27.39289
"11607"	"Ramphastos dicolorus"	-46.431892	-23.716957
"11608"	"Ramphastos dicolorus"	-49.08189	-26.471558
"11609"	"Ramphastos dicolorus"	-47.152634	-24.016573
"11610"	"Ramphastos dicolorus"	-46.716587	-23.719648
"11611"	"Ramphastos dicolorus"	-45.89024	-23.170162
"11612"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11613"	"Ramphastos dicolorus"	-50.868896	-29.207754
"11614"	"Ramphastos dicolorus"	-46.866684	-23.612091
"11615"	"Ramphastos dicolorus"	-54.426273	-25.722132
"11616"	"Ramphastos dicolorus"	-55.663948	-26.637764
"11617"	"Ramphastos dicolorus"	-48.2985	-24.312246
"11618"	"Ramphastos dicolorus"	-46.039646	-22.925093
"11619"	"Ramphastos dicolorus"	-54.102165	-26.632334
"11620"	"Ramphastos dicolorus"	-45.65568	-22.684746
"11621"	"Ramphastos dicolorus"	-46.733665	-23.580841
"11622"	"Ramphastos dicolorus"	-45.257664	-22.224705
"11623"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11624"	"Ramphastos dicolorus"	-48.3279	-25.29649
"11625"	"Ramphastos dicolorus"	-53.86636	-27.140377
"11626"	"Ramphastos dicolorus"	-54.106503	-27.044016
"11627"	"Ramphastos dicolorus"	-51.598354	-25.904398
"11628"	"Ramphastos dicolorus"	-46.88054	-23.58082
"11629"	"Ramphastos dicolorus"	-46.446472	-23.747705
"11630"	"Ramphastos dicolorus"	-45.845585	-23.534382
"11631"	"Ramphastos dicolorus"	-45.439747	-21.977024
"11632"	"Ramphastos dicolorus"	-49.15754	-26.6638
"11633"	"Ramphastos dicolorus"	-47.149857	-23.954676
"11634"	"Ramphastos dicolorus"	-50.21143	-25.561188
"11635"	"Ramphastos dicolorus"	-44.730984	-22.422846
"11636"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11637"	"Ramphastos dicolorus"	-45.845596	-23.533138
"11638"	"Ramphastos dicolorus"	-46.75843	-23.561085
"11639"	"Ramphastos dicolorus"	-46.711132	-23.700237
"11640"	"Ramphastos dicolorus"	-46.716587	-23.719648
"11641"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11642"	"Ramphastos dicolorus"	-44.615078	-22.431982
"11643"	"Ramphastos dicolorus"	-43.935272	-21.726847
"11644"	"Ramphastos dicolorus"	-46.86085	-23.615915
"11645"	"Ramphastos dicolorus"	-54.099197	-26.609623
"11646"	"Ramphastos dicolorus"	-46.301388	-23.777185
"11647"	"Ramphastos dicolorus"	-46.841537	-23.576815
"11648"	"Ramphastos dicolorus"	-53.981667	-26.520718
"11649"	"Ramphastos dicolorus"	-43.83611	-21.67507
"11650"	"Ramphastos dicolorus"	-52.031147	-26.22401
"11651"	"Ramphastos dicolorus"	-45.340813	-23.847572
"11652"	"Ramphastos dicolorus"	-47.003075	-24.331066
"11653"	"Ramphastos dicolorus"	-46.063107	-23.522879
"11654"	"Ramphastos dicolorus"	-45.58983	-22.73724
"11655"	"Ramphastos dicolorus"	-54.103683	-26.64835
"11656"	"Ramphastos dicolorus"	-47.561188	-24.00366
"11657"	"Ramphastos dicolorus"	-44.609116	-22.435974
"11658"	"Ramphastos dicolorus"	-46.29076	-23.772802
"11659"	"Ramphastos dicolorus"	-47.992386	-24.040798
"11660"	"Ramphastos dicolorus"	-54.426273	-25.722132
"11661"	"Ramphastos dicolorus"	-54.84185	-27.055319
"11662"	"Ramphastos dicolorus"	-54.433334	-24.783333
"11663"	"Ramphastos dicolorus"	-46.340157	-23.763912
